facet,state,concept,description
food,Delhi,Rabri Falooda,Sweet dish with thickened milk and vermicelli; dessert.
food,Delhi,Momos,Steamed dumplings with various fillings; Tibetan influence.
food,Delhi,Chole Kulche,Spiced chickpeas with leavened bread; street food.
food,Delhi,Malai Kofta,Fried paneer dumplings in creamy gravy; rich entrée.
food,Delhi,Rogan Josh,Aromatic lamb curry; Kashmiri influence.
food,Delhi,Amritsari Fish,Spiced batter-fried fish; Punjabi specialty.
food,Delhi,Bhindi Masala,Stir-fried okra with spices; daily meal component.
food,Delhi,Baingan Bharta,Roasted mashed eggplant with spices; vegetarian dish.
food,Delhi,Kadhi Pakora,Gram flour dumplings in spiced yogurt gravy; comfort food.
food,Delhi,Raita,Yogurt mixed with vegetables or boondi; side dish.
food,Delhi,Phirni,Creamy rice pudding flavored with cardamom; dessert.
food,Delhi,Amritsari Kulcha,Leavened bread stuffed with spiced potatoes; street food.
food,Delhi,Tandoori Chicken,Marinated chicken roasted in tandoor; iconic dish.
food,Jammu and Kashmir,Rogan Josh,Aromatic lamb curry with red chili and spices; signature Kashmiri dish.
food,Jammu and Kashmir,Dum Aloo,Potatoes cooked in yogurt-based gravy; popular vegetarian dish.
food,Jammu and Kashmir,Goshtaba,Mutton meatballs in spiced yogurt gravy; served during Wazwan feasts.
food,Jammu and Kashmir,Yakhni,Mutton cooked in yogurt sauce with mild spices; festive delicacy.
food,Jammu and Kashmir,Tabakhmaaz,Fried lamb ribs seasoned with turmeric and salt; part of Wazwan.
food,Jammu and Kashmir,Lyader Tschaman,Cottage cheese in turmeric-based gravy; traditional Kashmiri Pandit dish.
food,Jammu and Kashmir,Rista,Mutton meatballs in red curry; integral to Wazwan cuisine.
food,Jammu and Kashmir,Nader ti Gaad,Lotus stem cooked with fish; unique combination in Kashmiri cuisine.
food,Jammu and Kashmir,Shab Deg,Turnip and meat stew slow-cooked overnight; winter specialty.
food,Jammu and Kashmir,Aab Gosh,Mutton cooked in milk and spices; delicate flavor profile.
food,Jammu and Kashmir,Haak,Collard greens sautéed with garlic; staple in daily meals.
food,Jammu and Kashmir,Modur Pulao,"Sweet rice dish with saffron, nuts, and dry fruits; festive treat."
food,Jammu and Kashmir,Kahwa,"Traditional green tea with saffron, almonds, and spices; consumed during winters."
food,Jammu and Kashmir,Sheer Chai,Salty pink tea made with baking soda and milk; breakfast beverage.
food,Jammu and Kashmir,Kalari,Local cheese from Jammu region; often fried and eaten with bread.
food,Jammu and Kashmir,Khatta Meat,Sour mutton curry made with pomegranate seeds; Dogra specialty.
food,Jammu and Kashmir,Rajma Chawal,Red kidney beans curry served with rice; popular in Jammu.
food,Jammu and Kashmir,Phirni,Creamy rice pudding flavored with cardamom; dessert for special occasions.
food,Jammu and Kashmir,Gaad Tschaman,Fish cooked in a turmeric-based gravy; traditional Kashmiri Pandit dish.
food,Jammu and Kashmir,Harissa,Slow-cooked mutton paste with spices; consumed during winter months.
food,Jammu and Kashmir,Bakarkhani,Layered flatbread sprinkled with sesame seeds; enjoyed with tea.
food,Jammu and Kashmir,Tsot,Small round bread topped with poppy seeds; part of Kashmiri breakfast.
food,Jammu and Kashmir,Khambir,Traditional Ladakhi whole wheat bread; served with butter tea.
food,Jammu and Kashmir,Thukpa,Noodle soup with vegetables or meat; influenced by Tibetan cuisine.
food,Jammu and Kashmir,Butter Tea,Salty tea made with butter; popular in Ladakh region.
food,Jammu and Kashmir,Nadir Monji,Deep-fried lotus stem fritters; popular street snack.
food,Jammu and Kashmir,Kaanti,Spicy mutton chunks stir-fried with spices; enjoyed as a snack.
food,Jammu and Kashmir,Seekh Kebab,Minced meat skewers grilled over charcoal; Mughal influence.
food,Jammu and Kashmir,Marchwangan Korma,Spicy red chili mutton curry; showcases Kashmiri love for heat.
food,Jammu and Kashmir,Palak Nadru,Spinach cooked with lotus stems; nutritious vegetarian dish.
food,Jammu and Kashmir,Chok Wangun,Sour eggplant curry made with tamarind; traditional dish.
food,Jammu and Kashmir,Roth,Sweet flatbread made during Kashmiri Pandit festivals.
food,Jammu and Kashmir,Gaad Nadru,Fish cooked with lotus stem; unique combination in Kashmiri cuisine.
food,Jammu and Kashmir,Monje Haak,Kohlrabi cooked with its leaves; simple home-cooked dish.
food,Jammu and Kashmir,Chaman Kaliya,Paneer cooked in a turmeric-based gravy; festive vegetarian dish.
food,Jammu and Kashmir,Thenthuk,Hand-pulled noodle soup with vegetables or meat; Ladakhi comfort food.
food,Jammu and Kashmir,Skew,Wheat dough dumplings cooked with vegetables; traditional Ladakhi dish.
food,Jammu and Kashmir,Chutagi,Ladakhi pasta dish with vegetables; hearty and filling.
food,Jammu and Kashmir,Holkur,Sweet pastry made during festivals; Ladakhi specialty.
food,Jammu and Kashmir,Zan,Buckwheat porridge consumed in cold regions; traditional Ladakhi food.
food,Ladakh,Thukpa,Noodle soup with vegetables or meat; staple in daily meals.
food,Ladakh,Tsampa,Roasted barley flour; consumed as dough or porridge; trekking food.
food,Ladakh,Skyu,"Thick stew with hand-formed pasta, root vegetables, and meat; traditional dish."
food,Ladakh,Chutagi,Dumpling soup with leafy greens and vegetables; hearty meal.
food,Ladakh,Khambir,Traditional whole wheat bread; served with butter tea.
food,Ladakh,Gurgur Cha,"Butter tea made with strong green tea, butter, and salt; traditional beverage."
food,Ladakh,Chang,Fermented barley beverage; consumed during festive occasions.
food,Ladakh,Zathuk,Soup made with stinging nettles; variation of Tibetan thukpa.
food,Ladakh,Ba-leh,"Noodles in stew with potatoes, peas, and wild herbs; Balti specialty."
food,Ladakh,Chonmagramgrim,"Salad of tomatoes, apples, walnuts, apricot kernels, cucumber, and dried cheese; Balti dish."
food,Ladakh,Holkur,Sweet pastry made during festivals; Ladakhi specialty.
food,Ladakh,Thenthuk,Hand-pulled noodle soup with vegetables or meat; Ladakhi comfort food.
food,Ladakh,Skew,Wheat dough dumplings cooked with vegetables; traditional Ladakhi dish.
food,Ladakh,Chutagi,Ladakhi pasta dish with vegetables; hearty and filling.
food,Ladakh,Zan,Buckwheat porridge consumed in cold regions; traditional Ladakhi food.
food,Ladakh,Butter Tea,Salty tea made with butter; popular in Ladakh region.
food,Ladakh,Apricot Jam,Preserve made from local apricots; enjoyed with bread.
food,Ladakh,Baril,Dip made from ground apricot kernels and walnuts; accompanies flatbreads.
food,Ladakh,Tsampa,Roasted barley flour; consumed as dough or porridge; trekking food.
food,Ladakh,Ngampe,Roasted barley flour; consumed as dough or porridge; trekking food.
food,Ladakh,Skyu,"Thick stew with hand-formed pasta, root vegetables, and meat; traditional dish."
food,Ladakh,Chutagi,Dumpling soup with leafy greens and vegetables; hearty meal.
food,Ladakh,Gurgur Cha,"Butter tea made with strong green tea, butter, and salt; traditional beverage."
food,Ladakh,Chang,Fermented barley beverage; consumed during festive occasions.
food,Ladakh,Khambir,Traditional whole wheat bread; served with butter tea.
food,Ladakh,Thukpa,Noodle soup with vegetables or meat; staple in daily meals.
food,Ladakh,Tsampa,Roasted barley flour; consumed as dough or porridge; trekking food.
food,Ladakh,Skyu,"Thick stew with hand-formed pasta, root vegetables, and meat; traditional dish."
food,Ladakh,Chutagi,Dumpling soup with leafy greens and vegetables; hearty meal.
food,Ladakh,Gurgur Cha,"Butter tea made with strong green tea, butter, and salt; traditional beverage."
food,Ladakh,Chang,Fermented barley beverage; consumed during festive occasions.
food,Ladakh,Khambir,Traditional whole wheat bread; served with butter tea.
food,Ladakh,Thukpa,Noodle soup with vegetables or meat; staple in daily meals.
food,Ladakh,Tsampa,Roasted barley flour; consumed as dough or porridge; trekking food.
food,Ladakh,Skyu,"Thick stew with hand-formed pasta, root vegetables, and meat; traditional dish."
food,Ladakh,Chutagi,Dumpling soup with leafy greens and vegetables; hearty meal.
food,Ladakh,Gurgur Cha,"Butter tea made with strong green tea, butter, and salt; traditional beverage."
food,Ladakh,Chang,Fermented barley beverage; consumed during festive occasions.
food,Ladakh,Khambir,Traditional whole wheat bread; served with butter tea.
food,Ladakh,Thukpa,Noodle soup with vegetables or meat; staple in daily meals.
food,Ladakh,Tsampa,Roasted barley flour; consumed as dough or porridge; trekking food.
food,Ladakh,Skyu,"Thick stew with hand-formed pasta, root vegetables, and meat; traditional dish."
food,Ladakh,Chutagi,Dumpling soup with leafy greens and vegetables; hearty meal.
food,Ladakh,Gurgur Cha,"Butter tea made with strong green tea, butter, and salt; traditional beverage."
food,Ladakh,Chang,Fermented barley beverage; consumed during festive occasions.
food,Lakshadweep,Tuna Curry,Spicy curry made with fresh tuna and coconut milk; daily staple.
food,Lakshadweep,Lobster Masala,"Lobster cooked in a rich, spiced tomato-based sauce; festive delicacy."
food,Lakshadweep,Squid Fry,Marinated squid rings deep-fried until crispy; popular appetizer.
food,Lakshadweep,Kavaratti Biryani,"Flavorful biryani with meat and seafood, seasoned with saffron; special occasion dish."
food,Lakshadweep,Mus Kavaab,Spicy curry featuring boneless tuna cubes; Minicoy Island specialty.
food,Lakshadweep,Rose Tea,Black tea infused with rose essence; Minicoy Island specialty.
food,Lakshadweep,Tuna Thoran,Stir-fried tuna with grated coconut and spices; daily meal component.
food,Lakshadweep,Coconut Rotti,Flatbread made with grated coconut; accompanies main courses.
food,Lakshadweep,Avial,Mixed vegetables cooked in coconut and yogurt; borrowed from Kerala cuisine.
food,Lakshadweep,Malabar Parotta,Layered flatbread made from refined flour; popular accompaniment.
food,Lakshadweep,Idli,Steamed rice cakes; common breakfast item.
food,Lakshadweep,Dosa,Crispy rice and lentil crepe; breakfast staple.
food,Lakshadweep,Fish Fry,Fresh fish marinated and fried; everyday dish.
food,Lakshadweep,Barbecued Fish,Seafood grilled over open flame; enjoyed during gatherings.
food,Lakshadweep,Chicken Curry,Spicy chicken cooked with coconut milk; reflects local flavors.
food,Lakshadweep,Pathiri,Thin rice flour flatbread; served with curries.
food,Lakshadweep,Banana Halwa,Sweet dessert made from ripe bananas; festive treat.
food,Lakshadweep,Appam,Fermented rice pancake; paired with stews.
food,Lakshadweep,Seafood Salad,Fresh seafood mixed with vegetables and spices; light meal.
food,Lakshadweep,Fish Molee,Mild fish curry with coconut milk; influenced by Kerala cuisine.
food,Lakshadweep,Octopus Curry,Octopus cooked in spicy coconut gravy; showcases marine bounty.
food,Lakshadweep,Clam Stir-Fry,"Clams sautéed with onions, chilies, and spices; coastal delicacy."
food,Lakshadweep,Pumpkin Erissery,Pumpkin cooked with coconut and spices; vegetarian dish.
food,Lakshadweep,Beef Ularthiyathu,Beef chunks stir-fried with spices; reflects cultural diversity.
food,Lakshadweep,Parippu Curry,Lentil curry tempered with spices; daily meal component.
food,Lakshadweep,Nei Choru,Ghee rice cooked with spices; accompanies festive dishes.
food,Lakshadweep,Payasam,Sweet pudding made with rice or vermicelli; dessert for celebrations.
food,Lakshadweep,Fish Pickle,Spicy preserved fish; condiment with meals.
food,Lakshadweep,Papadum,Crispy lentil wafer; side dish with meals.
food,Lakshadweep,Thalassery Biryani,Aromatic biryani with Malabar spices; reflects regional influence.
food,Lakshadweep,Fish Moilee,Mild fish curry with coconut milk; influenced by Kerala cuisine.
food,Lakshadweep,Crab Roast,Crab cooked with spices and coconut; festive delicacy.
food,Lakshadweep,Prawn Masala,"Prawns sautéed with onions, tomatoes, and spices; popular dish."
food,Lakshadweep,Vegetable Stew,Mixed vegetables simmered in coconut milk; served with appam.
food,Lakshadweep,Fish Biriyani,Layered rice dish with spiced fish; special occasion meal.
food,Lakshadweep,Chana Masala,Chickpeas cooked in spicy tomato gravy; vegetarian option.
food,Lakshadweep,Egg Roast,Boiled eggs cooked in spicy onion-tomato masala; breakfast item.
food,Lakshadweep,Sweet Coconut Rice,Rice cooked with jaggery and coconut; dessert for festivals.
food,Puducherry,Meen Puyabaise,Local adaptation of French bouillabaisse; fish stew with turmeric.
food,Puducherry,Coq au Vin,"Classic French chicken dish; chicken braised with wine, mushrooms, and garlic."
food,Puducherry,Ratatouille,"French Provençal stewed vegetable dish; includes tomatoes, zucchini, and bell peppers."
food,Puducherry,Salade Niçoise,"French salad with tomatoes, hard-boiled eggs, Niçoise olives, and anchovies or tuna."
food,Puducherry,Crêpes,"Thin pancakes; can be sweet or savory, reflecting French influence."
food,Puducherry,Crème Brûlée,Classic French dessert; rich custard base topped with caramelized sugar.
food,Puducherry,Masala Dosa,South Indian fermented rice crepe filled with spiced potatoes; popular breakfast.
food,Puducherry,Sambar,Lentil-based vegetable stew; commonly served with idli and dosa.
food,Puducherry,Idli,Steamed rice cakes; staple breakfast item in South India.
food,Puducherry,Tandoori Potato,Spiced and roasted potatoes; showcases Indian flavors.
food,Puducherry,Soya Dosa,Dosa variation made with soy; reflects fusion of health and taste.
food,Puducherry,Assad,Traditional dish; specific details vary.
food,Puducherry,Coconut Curry,Curry made with coconut milk; highlights coastal ingredients.
food,Puducherry,Podanlangkai,Snake gourd chutney; unique local condiment.
food,Puducherry,Curried Vegetables,Mixed vegetables cooked in spiced gravy; common side dish.
food,Puducherry,Stuffed Cabbage,Cabbage leaves filled with spiced mixtures; reflects fusion cuisine.
food,Puducherry,Palpayasam,"Sweet milk dessert; similar to kheer, made with rice and milk."
food,Puducherry,Chaiyos,"Vietnamese-style spring rolls; made from rice flour, showcasing fusion."
food,Puducherry,Vindaloo,"Spicy curry; differs from Goan version, reflecting local adaptation."
food,Puducherry,Prawn Malay Curry,Prawn curry with Southeast Asian influences; showcases regional fusion.
food,Puducherry,Baguettes,French bread; commonly enjoyed in Puducherry.
food,Puducherry,Croissants,"Buttery, flaky pastries; reflect French culinary heritage."
food,Puducherry,Fish Assad Curry,Coconut-milk-laden fish curry; flavored with anise and curry leaves.
food,Puducherry,Meen Puyabaise,Adaptation of French bouillabaisse; fish stew with turmeric.
food,Puducherry,Curried Crab,Crab cooked in spiced gravy; popular seafood dish.
food,Puducherry,Stuffed Squid,Squid filled with spiced mixtures; showcases coastal ingredients.
food,Puducherry,Banana Fritters,Deep-fried banana slices; popular snack or dessert.
food,Puducherry,Fish Molee,Mild fish curry with coconut milk; influenced by Kerala cuisine.
food,Puducherry,Chicken Chettinad,Spicy chicken curry; reflects Tamil Nadu's Chettinad cuisine.
food,Puducherry,Paneer Biryani,Layered rice dish with paneer; vegetarian adaptation of traditional biryani.
food,Puducherry,Vegetable Au Gratin,Baked dish with vegetables and cheese; showcases French influence.
food,Puducherry,Beef Bourguignon,Beef stew braised in red wine; classic French dish.
food,Puducherry,Quiche Lorraine,"Savory pie with custard, bacon, and cheese; French culinary staple."
food,Puducherry,Escargot,Cooked land snails; French delicacy occasionally found in Puducherry.
food,Puducherry,Beignets,Deep-fried pastries; popular French-origin snack.
food,Puducherry,Chocolate Mousse,Creamy dessert made with chocolate; reflects French patisserie.
